Name/Title,Phone,Web/Link,Email,Physical Address,Information/Details,Tags
United Way SEE: PIKES PEAK UNITED WAY,719-632-1543,https://www.ppunitedway.org/; https://www.unitedway.org/our-impact/focus,,"518 N Nevada Ave, C/S, CO 80903","Call 211, and they will deliver a food box to your door within 24-48 hrs, financial classes,",Benefits; Education; Food; Veterans
Universal Education Foundation,719-641-2017,https://www.universaleducationfoundation.com/,,301 E Platte Ave 80903,"Since 1986, the Foundation has worked with children and their families to create a balance in the family unit. When balance does not exist, pain, anger, and fear are the result. Multiply this with all members of a family, the environment becomes explosive.",Education; Youth-and-Family
University of the People,(626) 264-8880,uopeople.edu,,"595 E Colorado Blvd Suite 623, Pasadena, CA 91101","Free education for college up to a masters in business administration, information technology, education (M. Ed); Bachelors in business admin, health sciences, computer sciences; same as bachelors for associates degree.",Education; Medical
Until They're Home,,untilhome.org/resources/,,,Pet resource list for homeless pets,Housing
UpaDowna,719-429-9006,http://www.upadowna.org/,,"335 Manitou Ave #5, Manitou Springs, CO 80829","Outdoor activities for families, events and programs that empower individuals to create healthier communities and foster a respect for the environment for kids and parents",Medical; Youth-and-Family
UPS,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Urban Indian Health,303-953-6600,dihfs.org,,"2880 W Holden Ps, 80204????","Denver Indian Health and Family Services (DIHFS) is Denver's only Urban Indian Health Program providing culturally appropriate care for American Indian and Alaska Native adults, children, and families. We serve primarily the Denver Metropolitan area including Adams, Arapahoe, Boulder, Broomfield, Denver, Douglas, Jefferson and Weld Counties. We are uniquely positioned to meet the health needs of our patients in a culturally competent way.  We provide a variety of services including primary care, dental care, behavioral health services, diabetes management/disease prevention, and enrollment in health insurance. We can also help connect you with community partners and resources for all your health needs!",Elderly; Medical; Native-Indigenous; Veterans; Youth-and-Family
Urban League of Pikes Peak Region,719-634-1525,https://veterans.networkofcare.org/pikespeak-co/services/agency?pid=UrbanLeagueofthePikesPeakRegion_1042_17_0,,"506 E moreno Ave, 80903",,Veterans
Urban Peak,303-974-2900,https://www.urbanpeak.org/,,303-974-2908 303-971-2928,"We provide a variety of services including primary care, dental care, behavioral health services, diabetes management/disease prevention, and enrollment in health insurance. We can also help connect you with community partners and resources for all your health needs!",Medical; Veterans
US Department of Labor: Hiring People with Disabilities,,https://www.dol.gov/general/topic/disability/hiring,,,"Federal jobs for those with disabilities to get employment, general information",Benefits; Employment
US Department of Treasury hiring individuals with disabilities,,https://fiscal.treasury.gov/careers/employment-individuals-disabilities.html,,,Will hire individuals with disabilities and with accomodations,Employment
US Department of Veterans Affairs - Specially Adapted Housing Grant,,benefits.va.gov/homeloans/adaptedhousing.asp,,,"Max amount: $100,896, funds can be used to: construct a specially adapted home on land to be acquired, build a home on land already owned if suitable, remodel an existing home if suitable, or can be applied against unpaid principle mortgage balance of an adapted home already acquired without the assistance of a VA grant",Benefits; Veterans
US Steel Co,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
USA Cares,800-773-0387,http://usacares.org/apply/,,"11760 Commonwealth Dr, Louiseville, Ky","Finan and advocacy assis to post 9/11 active-duty US military service personnel, Vets and their families",Veterans
VA Clinic on Garden of the Gods,719-593-5300,https://www.va.gov/eastern-colorado-health-care/locations/garden-of-the-gods-va-clinic/,,1365 Garden of the Gods Rd ste 105 80907,"Walk-ins welcome on Mondays, Wednesdays, Thursdays for veterans",Medical; Transportation; Veterans
VA Homeless Program,,https://www.va.gov/homeless/gpd.asp,,,"offered annually (as funding permits) by the Department of Veterans Affairs to fund community agencies providing services to Veterans experiencing homelessness. The purpose of the transitional housing component of the program is to promote the development and provision of supportive housing and services with the goal of helping homeless Veterans achieve residential stability, increase their skill levels and/or income, and obtain greater self-determination. Additionally, the GPD Program offers Case Management grants to support housing retention for Veterans who were previously homeless and are transitioning to permanent housing.",Medical; Veterans
VA Survivors' and Dependents' Education Fund,,https://www.va.gov/family-and-caregiver-benefits/education-and-careers/dependents-education-assistance/,,,Check if you're eligible for educational funds for veterans dependants and survivors,Benefits; Education; Employment; Veterans; Youth-and-Family
Valley Hope,888-255-1967 785-877-5111,https://valleyhope.org/about/why-valley-hope/,,"22422 E Main St, Parker CO 80138","Sober Living, free assessments for LOC diagnosis; ""RTC, IOP, Rehab - SUD + New Beginings - women w/kids and no insurance or Medicaid "", detox; takes tricare, private, cash, gov't funding for subs use tx",Benefits; Medical; Veterans; Youth-and-Family
Vehical Exchange Colorado Program,833-933-9602,https://energyoffice.colorado.gov/vehicle-exchange-colorado,,"Colorado Energy Office, 1600 Broadway, Ste 1960 Denver, 80202",Vehicle/car exchanged for electric vehicle,Transportation
Vehicles for Change,855-820-7990,https://www.vehiclesforchange.org/,,"Must have: verifiable job offer to work minimum 30 hours a week; driver's license in the state in which you reside, no DWIs or DUIs on your record; ability to afford the ongoing cost of car ownership (insurance, fuel, repairs, etc); ability to cover the fees for taxes, tags and title;;; Vehicles for Change also operates a car award program for those who are members of their partner social service and job readiness agencies. The program provides vehicles to qualifying low-income families and guarantees low-interest loans. Note that you cannot apply for this program; your caseworker or cooperating agency must apply on your behalf. ;;; partner with Michigan, Maryland, Virginia",,Employment; Transportation; Unknown
Vehicles for Veterans,1-855-811-4838,https://www.vehiclesforveterans.org/,,MN 55416,Vehicles for veterans,Transportation; Veterans
Verizon,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Veteran Owned Business,,veteranownedbusiness.com,,,Non-exhaustive list of veteran owned and operated businessses,Veterans
Veteran Readiness and Employment program,,https://www.va.gov/careers-employment/vocational-rehabilitation/programs/,,,,Education; Employment; Veterans
Veteran Resource Database,904-405-1213,https://www.woundedwarriorproject.org/programs/wwp-resource-center,,,Resource Database for Vets through Wounded Warriors Project,Veterans
Veteran's Crisis Line (Military and Family),800-273-8255 (Press 1)  988,veteranscrisisline.net,,text to 838255,"24/7, multiple language options, options for deaf and hard of hearing, online chat option",Veterans; Youth-and-Family
Veteran's Foreign Wars,719-3992-8677 80911,vfw.org,,719-632-2776 80903  719-632-9874 80918,Not for profit that helps veterans of foreign wars,Veterans
Veteran's Job Club,,,,"VA Medical Center, Building C Room 111 DENVER","3rd Thursday of the month, 9-11 am, VA Medical Center, job leads, meet employers, discover career resources, resume review",Employment; Medical; Veterans
Veteran's Service Officers,719-520-7750  719-309-4729,,vet@elpasoco.com,"530 Communication Cir, C/S, CO 80905","A Veteran Service Officer (VSO) is a trained and accredited professional who helps veterans, their families, and survivors apply for and manage VA benefits. VSOs can also help with resources for education, employment, health care, and more",Benefits; Education; Employment; Medical; Veterans
Veterans of Foreign Wars Charity Airlift,,,,,Delivers food and toys to rural veterans and their families for the holidays.,Food; Veterans
Victim Assistance Program EPSO,719-520-7078,"https://www.epcsheriffsoffice.com/sections-law-enforcement-bureau/investigations-division/victims-assistance-program#:~:text=Services%20are%20based%20upon%20victim's,to%20the%20appropriate%20county%20agencies",,"27 E Vermijo Ave 80903; 2739 E Las Vegas St, 80906 for the jail","Victims are given 24/7 crisis intervention and response/safety planning, assistance completing applications for the crime victim compensation fund, referrals to shelters, arrangement of interpretation services for those with limited English proficiency; assistance in obtaining protection orders; U Visa cert; VINE registration (notification of custody status of violent abusers)",Legal
Victim of Crime Compensation Board,,https://www.4thjudicialda.com/Include/VALE/VictimCompensationApplication5-1-19.pdf,,,Form for victim compensation fund,Veterans
Victory Service Dogs,719-394-4046,https://www.victorysd.org/,,"770 Wooten Rd Ste 103, C/S CO 80915","Service dogs for local veterans, first responders and children with disabilities",Veterans; Youth-and-Family
Villa at Sunny Vista,(719) 635-9595,https://www.sunnyvista.org/living-options/independent-living/,,"2480 E Dale St, Colorado Springs, CO 80909",Senior Housing/Emergency Housing/Affordable Housing,Elderly
Villas at Southgate,303-830-0215,https://ccdenver.org/housing/,,"405 E St Elmo Ave, Colorado Springs, CO 80905",Affordable Housing,Housing
VISPDAT Training,,https://doh.colorado.gov/coordinated-entry-system,,,Training for VISPDAT,Education
VISPDAT Vulnerability Index- Service Prioritization Decision Assistance Tool,,https://cohhio.org/wp-content/uploads/2021/07/VI-SPDAT-V3-Single-Adults-fillable.pdf,,https://everyonehome.org/wp-content/uploads/2016/02/VI-SPDAT-2.0-Single-Adults.pdf,Form Link,Benefits
Vista Peak Apartments,719-574-7031,,,1220 Potter Dr Unit A 80909,Affordable Housing,Housing
VITA,,https://www.coloradovita.org/,,,Free tax assistance,Benefits
Voces Unidas for Justice,720-588-8219,http://www.vocesunidasforjustice.org/,,"2519 Airport Rd, C/S, CO 80910",Latinx Domestic Violence Resources,Legal
Volt Workforce Solutions/ Volt Technical Resources,719-277-7260,volt.com,,1975 Researcg Pkwy Ste 225 80920,"Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality",Medical
Volunteers of America,303-297-0408,https://www.voa.org/,info@voacolorado.org,"565 Communication Cir Unit #150, 80905","Senior Resource Database for Colorado Springs, housing resources (doesn't matter if the applicant is still getting high, they believe everyone deserves a home), will help furnish home if you qualify for rent assistance",Elderly
Volunteers of America CORE,,https://sites.google.com/view/cor3-resources,,Colorado Springs,"RESOURCE DATABASE The goal of the VOACO Colorado Rapid Rehousing & Re-entry (COR3) program is to house highly vulnerable households experiencing homelessness, justice involvement, and behavioral health issues, while simultaneously connecting those households to wrap-around support services designed to promote housing stability.",Elderly; Legal; Medical; Rural
Volunteers of America Southwest Safehouse,970-259-5443,https://www.voacolorado.org/gethelp-southernco-southwestsafehouse,,"Durango, CO","24/7 crisis line, emergency shelter, resources, counseling, children’s services, life skills training, employment services, & parenting education",Education; Employment; Rural; Youth-and-Family
Voyager Exp,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
W.W. Grainger,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Wal-Mart,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Walgreens,719-471-3440,,,Fillmore and Nevada,Medication Refills,Employment; Jobs-Felon-Friendly; Medical; Veterans
Walk the Talk AA Meetings,,,,"2334 Vickers Dr, Colorado Springs, CO 80918","Park on Tuckerman Street, Meeting ID: 754 495 153; Passcode: 03537299; online on zoom",Transportation
Warrant Forgiveness Day,719475-1235,https://www.cpr.org/event/second-chances-warrant-forgiveness/,,coswarrantforgiveness@coloradodefenders.us,"Open to anyone with an eligible active warrant/warrant for probation violation in EPC and Teller County: Class 5 Felony, Class 6 felony, Class 4 drug felony, misdemeanor, traffic offense, CS Municipal Offense",Education; Legal
Warrior Care Recovery Coordination Program,,warriorcare.dodlive.mil,,osd.warriorcare@mail.mil,"Our mission is to proactively support wounded, ill, and injured service members in their recovery, rehabilitation, and reintegration or transition to civilian life. To achieve this, we ensure holistic and tailored support is provided to meet the needs and goals of the service members and their families and caregivers.",Benefits; Medical; Transportation
"Warrior Games, Department of Defense",310-339-4552,https://dodwarriorgames.com/,,katie@moswopr.com,"An adaptive sports competition for wounded warriors recovering from service, part of the warrior care program, provide reconditioning activities and competitive athletic opportunities to all wounded, ill and injured service members to improve their physical and mental wellness throughout the continuum of recovery and transition",Medical; Unknown
Ways to Work,866-252-7171,http://www.waystowork.org/index.php,wtwinfo@waystowork.org,648 N Plankinton Ave Ste 425 Milwaukee WI 53203,"Ways to Work is the solution for many low to moderate income families who are credit-challenged and have difficulties obtaining an affordable auto loan. Potential borrowers can access a loan up to $6,000 at 8% interest rate.",Education; Employment
We Don't Waste,720-443-6113,https://www.wedontwaste.org/,,"6090 E 39th Ave, Denver, CO 80207","Accepts food donations (unused, unopened food) to prevent food waste",Food
We Fortify,719-789-0005,wefortify.org,,,"Not for profit that funded the tiny house project: 'Working Fusion At Mill Street Tiny Home Village' (https://tinybuildingexperts.com/tiny-home-village) for at-risk young adults facing homelessness (up to 25 yo). To be added to the build schedule, call 719-789-0005",Employment; Housing
We Rescue,,https://www.wedontwaste.org/just-launched-we-rescue-volunteer-led-food-recovery/,,,Phone App from 'We Don't Waste' in Denver to find places to pick up and drop off food that would have otherwise ended in a trash,Food
Wear Blue Run to Remember,coloradosprings.community@wearblueruntoremember.org,https://www.wearblueruntoremember.org/coloradosprings,,"7040 Rangewood Dr, Colorado Sprigs, CO 80923  1st Saturday of every month, cottonwood creek park","Wear a blue shirt and run in rememberance of veterans, the fallen, the current members, the familes",Veterans
Welcome COS,314-750-9263,https://welcomecos.org/,,amy.schulte@welcomecos.org,"English language learning, job education and training/upskilling, community resource navigation, citizenship test tutoring, student tutoring and school navigation, cultural mentorship, small group curriculum focused on cross-cultural transition and resettlement, health and benefits navigation beyond 90 days, life skills training, guidance on affordable housing, in-kind donations, learning and networking opportunities for other working in the refugee sector, church education with a focus on refugee care",Benefits; Education; Employment; Medical; Youth-and-Family
Wendys,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
West Pines Behavioral Health,303-467-4080,,,"3400 Lutheran Pkwy, Wheat Ridge 80033","OP, IOP, Medical Detox, Residential (Co-Occurring)",Medical
West Side Cares,719-389-0759,westsidecares.org,,"2808 West Colorado Ave, Colorado Springs, CO, 80904","Free ID voucher (Usually for homeless), rent/mortgage help, food, clothing hygiene, mail & more, health, utilities, seasonal programs, referrals, mail forwarding; rent help only once a year, bus passes, shelter",Food; Medical; Transportation
Western Colorado Housing Resources,,https://hrwco.org/,,,Western Colorado housing resource database,Resource-Databases; Rural
Westernaires,303-279-3767,http://www.westernaires.org/,,"15200 W 6th Ave, Unit B Golden, CO, 80401","Westernaires is a mounted precision drill organization composed of Denver-area youngsters from 9 to 19 years of age. Founded in 1949, Westernaires has provided training in western riding, precision drills, and horse care for over 70 years. Some members also elect to receive training in specialty acts such as trick riding, roman riding, and dressage.",Education; Elderly; Unknown
Westmeadow Peaks Apartments,(719) 900-3897,https://www.missionrockresidential.com/apartments/co/colorado-springs/westmeadow-peaks-apartments/?utm_source=GBP&utm_medium=organic,,"1472 Meadow Peak View, Colorado Springs, CO 80906",Affordable Housing,Medical
Westview Apartments,(719) 281-2650,http://www.liveatwestview.com/,,"319 University Dr, Colorado Springs, CO 80910",Affordable Housing,Housing
White Bison,877-871-1495,,info@whitebison.org,6455 N Union Blvd Ste 102 80918,"Resource Database   Based in Colorado Springs and a proud facilitator of the Wellbriety Movement, White Bison provides sobriety, recovery, addictions prevention, and wellness/Wellbriety learning resources to the Native American/Alaskan Native community nationwide.",Medical; Native-Indigenous
Whitney Young Manor,(719) 591-0826,https://availcolorado.com/connect/news/property/whitney-young-manor/,,"2129 Delta Dr, Colorado Springs, CO 80910",Affordable Housing,Veterans
Wild Blue Cats,719-900-2287,http://wbcats.org/,,"5975  Burgess Rd, 80908",Cat and kitten shelter,Housing
WinCo Foods,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Windmill Apartments,719-596--1744,https://www.thewindmillapartments.com/?rcstdid=Mg%3D%3D-YRjTEizZPgM%3D&utm_source=GBP&utm_medium=organic,,4165 Lacy Ln 80916,"Affordable Housing | Policy — Sex Offenses: X, Violence Against Other Person: X, Destruction of Property: ?, Controlled Substance: After 7 y, Manuf cont sub: After 7 y, Life-time sex offender registry: X, Sex Crimes Last 5 Years: X, On Any SO list: X",Housing; Housing-Felon-Friendly
Winfield Apartments,719-380-1580,,,6134 Romley Pt 80922,Affordable Housing,Housing
Wm Wrigley,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Women Infant Children WIC,719-526-0466   719-578-3199,Monday 12:30-15:30,,,Military WIC sign up on base??? Fort Carson,Benefits; Veterans; Youth-and-Family
Women Partnering Programs,719-577-9404,,info@womenpartnering.org,961 E Colorado Ave 80903,"Women and children resources, counseling, goal setting",Youth-and-Family
Women's Army Corps veterans Association,,https://l.facebook.com/l.php?u=https%3A%2F%2Fpeakwacvets.wordpress.com%2Fabout%3Ffbclid%3DIwZXh0bgNhZW0CMTAAYnJpZBExeVU0VUZkTUNJRFFqeVRpVgEeWpD7bgya3FgZtlAGvPuy_iIY3288OgAMixNBEzZ00MkxlA6z-D4f8qipnKQ_aem_CPyQXNfVFe1KZvY4LD5jXg&h=AT0gqXnC9-aFHW6h5_Cz9bf9SZIq2y8_ntWfzinwtG-7VA1HsbP6vQz9jt5nxxMs9RKf0fh88AwoeXVOVTTaMn3pDTAMpkyi-HIcfGmzUbZmYqB8MBxfjmMsoOV2E2amRb0,,,Not for Profit of former and curent female army veterans to help beterans,Veterans
Women's Resource Agency,719-471-3170,https://www.linkedin.com/in/wraincorg?trk=public_profile_browsemap_mini-profile_title,,"reception@wrainc.org [undefined:reception@wrainc.org]   750 Citadel Dr E, Ste 3128, 80909","Uncertain if still a company, worth a shot; education, employment, advocac, personal and professional needs",Education; Employment
Women's Sports Foundation,800-227-3988,http://womenssportsfoundation.org/,,"247 W 30th St, Fl 5, Ny Ny",Grants and scholarships for female athletes and for educational curriculum; financial assistance with travel thraining and sports fees,Benefits; Education
Woodland Park Community Church,719-229-4512,https://www.woodlandparkcommunitychurch.com/,,"800 Valley View Drive Woodland Park, CO 80863","We fix cars. We are able to provide labor for minor car repair, while you pay the cost of parts.",Employment; Transportation
Woodmen Valley Chapel,719-388-5000 290 E Woodmen Rd,719-388-4916 8292 Woodmen Valley VW   woodmenvalley.org,,719-533-6800 1681 Wagon Bow Way Monument   719-534-5215 1605 S Corona Ave,"Hospital visits, meal train ministry, sexuality struggles, marriage, relationship advice or counseling faith based, parent counseling, miscarriage/stillbirth/infant loss counseling;",Education; LGBTQ; Medical; Rural; Veterans; Youth-and-Family
Woods Apartments,719-578-1930,,,233 E Arvada St 80905,Affordable Housing,Veterans
Workforce Staffing Inc.,719-434-8641,wfstaffing.net,,4186 Center Park Dr 80916,"Includes: professional, healthcare, admin, manufacturing, engineering, management, IT, accounting, warehouse, sales, labor, construction, and hospitality",Medical
Working Cars for Working Families,,https://www.workingcarsforworkingfamilies.org/find-a-program/application/,,info@workingcarsforworkingfamilies.org,"Working Cars for Working Families is a group of organizations united to ensure that working families can get, keep, and use a reliable used car at fair terms. We are a coalition of varied organizations, yet we all recognize the importance of a car to the success of families. Collectively and individually we strive to improve public policy, practices, and understanding.",Transportation; Veterans
Wounded Warrior Project,719-377-9491,https://www.woundedwarriorproject.org/,,"1 S Nevada Ave, Ste 205, 80903",Helps wounded vets to gain independence through wrap around care,Veterans
Wrigley Co,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
WSI Healthcare,719-630-7500,wsijobs.com,,8540 Scarbourough Dr Ste 200 80920,Healthcare,Employment; Medical
Wyndam Place Senior Residences,719-635-4832,https://www.beacon.cc/wyndam-cosprings.html,,"725 S Weber St, Colorado Springs, CO, 80903",Senior Housing/Emergency Housing/Affordable Housing,Elderly
Wyndham Hotels,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Xerox,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Yard House,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
YMCA,,https://ppymca.org/about,,,Not for profit with physical fitness classes,Education; Medical; Unknown
Young Life Service Center,719-381-1800,younglife.org,,"420 N Cascade Ave, C/S, CO 80903",Not for profit that offers camping/retreats/etc for kids and young adults with christian values and ministries,Medical; Veterans; Youth-and-Family
Young Williams,,https://youngwilliams.com/#,,,"Child support, housing assistance, SNAP, child care assis., TANF Student financial aid, LIHEAP, food, clothing, utilities, educational support",Benefits; Education; Food; Youth-and-Family
Your Life Your Way In-Home Care,719-635-4483,https://goodwillcolorado.org/services/in-home-care/?gad_source=1&gclid=Cj0KCQjw0Oq2BhCCARIsAA5hubUzwM3_ZPdA5BMyFtj1_y6nu-ZV3gMcfdTftke4ws_2ePV9CAVY6b8aAmZKEALw_wcB,,1460 Garden of the  Gods Rd 80907,Goodwill In-Home Care for seniors and Medically in-need individuals,Elderly; Medical
Youth Connections of Colorado,,https://youthconnectionsco.org/,,Chelsea Taylor-Youth Connections Director chelsea.taylor@raisethefuture.org 303-755-4756 ext 222,"Youth Connections strengthens the ability of educators and schools to provide a school culture and climate that meets the social, emotional, and academic needs of all students, including those who experience significant challenges. With a focus on social emotional development and career-connected learning, Youth Connections provides educators and schools with technical assistance, resources, and support to improve mental health, well-being, and resiliency for adolescents in communities across Colorado.",Education; Employment; Medical; Unknown; Youth-and-Family
Youth Learning Resources ABC Mouse,,ABCMouse.com,,,10 and under age group,Youth-and-Family
Yuma Court Townhomes,719-272-4220,,,825 Yuma St 80909,Affordable Housing,Legal
YWCA of Pueblo Family Crisis Shelter,719-545-8195,https://ywcapueblo.org/,,"Pueblo, CO","24/7 crisis line, emergency shelter, counseling, legal advocacy, legal support, resources, & education",Education; Legal; Youth-and-Family
Zac's Legacy Childhood Cancer Fund,970-330-9000,http://zacslegacy.org/,,"4835 W 10th St, Ste B, Greeley",Non-medical Finan assis to families with a dependent child going through cancer treatment,Medical; Youth-and-Family
Zach's Place,719-329-1717,https://sksfcolorado.org/programs/children-family-services/zachs-place/,,"4795 Granby Cir, Colorado Springs, CO, 80919","Daycare/respite care for kids with special needs/disabilities, transportation, RN, summer programs, weekend care, before and after school care",Education; Transportation; Unknown; Youth-and-Family
Zebra Technologies Group,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Zenith Electronics,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Zerox,,,,,Employer known to hire individuals with felony records.,Employment; Jobs-Felon-Friendly
Advocates for a Violence-Free Community,970-668-3906,719-491-1974,,"https://www.voacolorado.org/services/ssvf-southern-colorado/    
 ssvfintake@voacolorado.org","565 Communication Cir, Unit 150, Colorado Springs, CO 80905",Uncategorized
Advocates Routt County,970-879-8888,https://advocatesrc.org/,,"465 Anglers Dr Ste B, Steamboat Springs, CO 80487","Routt County Resource Database, primarily dv/etc, advocates, anonymous phone line 24/7, safe house",Uncategorized
Alzheimer's Foundation of America,866-232-8484,https://alzfdn.org/afahelpline/,,,"Resource Database for those suffering from alzheimers, support groups",Uncategorized
Alzheimers Association,800-272-3900,alz.org,,,"Resource Database for those suffering from alzheimers, support groups",Uncategorized
ANAD,1-888-375-7767,https://anad.org/get-help/eating-disorders-helpline/,,,Eating Disorder Helpline,Uncategorized
Assurance Wireless,888-321-5880,assurancewireless.com,,,T-Mobile med phone,Uncategorized
Aurora Regional Navigation Campus,engagecec@auroragov.org,https://engageaurora.org/navigationcampus,,15550 E 40th Ave Aurora,Resource Navigation location opening late 2025,Uncategorized
Autistic Wings Dance Company,719-301-9614,https://www.autisticwingsdancecompany.org/,,"6414 N Academy Blvd, C/S, CO 80918",A dance studio that accepts people with autism and all their quarks.,Uncategorized
Better Tomorrow,970-879-2034,bettertomorrowco.org,,"465 Anglers Dr, Ste B, Steamboat Springs, CO 80487",office@bettertomorrowco.org,Uncategorized
Breakthrough Alliance of Colorado,720-722-6465,https://timetobreakthrough.org/,info@timetobreakthrough.org,"1766 W 46th Ave Denver, CO 80211","People helping to break the recidivism cycle, 8 month program in prison to prepare people for success on the outside",Uncategorized
Caption Call,833-691-1600,,,,Phone service that turned verbal calls into written for those that are hard of hearing or deaf,Uncategorized
Casey Grant Foundation,206-691-3134,caseygrants.org,,,Call the number to apply for grants,Uncategorized
Christmas Tree Project,,christmastreeproject.com,,,"Free Xmas trees to those in need, both real and fake",Uncategorized
Colorado Creative Industries CCI,303-892-3840,https://oedit.colorado.gov/colorado-creative-industries,,Grant: oedit.my.site.com/login,It's our goal to make sure all Coloradans will have access to creative environments and experiences while preserving the state's unique cultural heritage; grants,Uncategorized
Colorado Crisis Services,"text ""TALK"" to 38255 1-844-493-8255",coloradocrisisservices.org,,,"Multiple language options, online chat option 24/7",Uncategorized
Colorado Nonprofit Association,303-832-5710,,info@coloradononprofits.org,"1600 Downing St Ste 750, Denver, CO 80218",Resource Database for non-profit organizations in the state of Colorado,Uncategorized
Colorado Sports Corps.,719-634-7333,coloradospringssports.org,,"1631 Mesa Ave, Ste E Colorado Springs, CO 80906","Event promotion and community development activities, bringing civic leaders together with some of the nation's premier sporting org. to promote tourism and create positive economic impact",Uncategorized
Colorado Springs Alcoholics Anonymous,719-573-5020,,,,AA,Uncategorized
Colorado Springs Chamber and EDC,,https://coloradospringschamberedc.com/,,,,Uncategorized
Colorado Springs Pregnancy Center,719-249-7389  719-451-7610  719-759-7878,https://cspregnancycenter.com/,,Galley/Westside/Fountain (also order of phone numbers,Resource for pregnancy questions and testing,Uncategorized
COS Reads,cosreads@gmail.com,https://saverockrimmonlibrary.com/,,,"NFP established to support the 'save teh rockrimmon library campaign. They are dedicated to keeping all neighborhood libraries open and thriving. COS Reads advocates for equal library access, vibrant community spaces, and systemic reforms across the PPLD",Uncategorized
Crisis Text Line,"741-741 text ""GO""",,,,"If you don't feel comfortable talking to someone on the phone, you have other options! Text any hour, any day, and a counselor will communicate with you via text",Uncategorized
D 2 Demo,,https://d2demo.com/,,,"Lets you use heavy machines without a certification, felon friendly",Uncategorized
Diabulimia Helpline,1-425-985-3635,https://www.diabulimiahelpline.org/,,,"Eating disorders helpline, 24/7",Uncategorized
Digital Plat,855-980-5959,https://digitalplat.org/,,,Not for profit that gives out free no strings attached domain names for web addresses,Uncategorized
Disaster Relief Resources,,https://www.hudexchange.info/programs/supporting-local-climate-action/,,,HUD disaster preparedness and relief resources,Uncategorized
Division Y Webex,1-415-655-0001,http://judicial.webex.com/meet/D04-CSPG-DivY,,,Judicial remote login site for remote attendance,Uncategorized
Docusign,,https://account.docusign.com/username,,,,Uncategorized
DOLA Grants for NFP,,https://dola.colorado.gov/grants_portal/,,,Funding and grants for local NFPs,Uncategorized
Dollar Sprout,https://leg.colorado.gov/bills/hb22-1356,dollarsprout.com,,https://cdola.colorado.gov/local-government#funding,Ways to save/make money/live frugally,Uncategorized
DORA,,https://sfdora.org/,,,Research resources/studies,Uncategorized
Drug Information,,https://adf.org.au/drug-facts/#list,,,"If there's an unknown drug showing on their UA, go to this website",Uncategorized
Dumb Friends League,,,,,See Humane Colorado,Uncategorized
Dyslexic Font,,https://opendyslexic.org/,,,Free downloadable font that you can use on your computer,Uncategorized
El Paso County Jail,719-390-2000,,,"2739 E Las Vegas St, 80906",Jail,Uncategorized
El Paso County Nature Centers,Bear Creek: 719-520-6387; Fountain Creek: 719-520-6745,https://communityservices.elpasoco.com/nature-centers/,,"245 Bear Creek Rd, C/S, CO 80906; Fountain Creek Nature Center: 320 Pepper Grass Lane, Fountain CO 80817",Connects People to their natural and cultural resources and inspires them to become stewards for our parks and the environment,Uncategorized
Embrave,719-473-4460,https://www.comcor.org/,,"5465 Mark Dabling Blvd, C/S, CO 80918","Restoration Services in Colorado Springs, halfway house, IRT, IOP, etc.",Uncategorized
English as a second language,https://ppld.org/practice-english,https://ppld.org/esl; https://ppld.org/databases/mango-languages,,https://ppld.org/practice-english,"English lessons, 3 months to one year 8-10 hours of study weekly",Uncategorized
EPC Free Events,,https://communityservices.elpasoco.com/nature-centers/,,,EPC sanctioned events that have free/low cost events that are local,Uncategorized
"Expunge Records A  For this, ignore this column when copying all lines for expunging records",Expunge records,"Link to expunge/seal records (there are a lot, so please forgive the deluge of links that is about to happen, please tell me if the first link worked):",,,,Uncategorized
Expunge Records C,,,,,,Uncategorized
Expunge Records E,,,,,,Uncategorized
Expunge Records F,,Sealing (there's a lot of forms. A LOT. I'll try to break them down as best I can):,,,,Uncategorized
Expunge Records G,,Minor in Possession-,,,,Uncategorized
Expunge Records H,,https://www.coloradojudicial.gov/self-help-and-forms/self-help-forms/order-seal-records-mip,,,,Uncategorized
Expunge Records I,,No Charges:,,,,Uncategorized
Expunge Records J,,https://www.coloradojudicial.gov/self-help/seal-my-case,,,,Uncategorized
